,crime_type,Latitude,Longitude,Location,Month
318480,Bicycle theft,51.455472,-0.967433,On or near Abbey Square,2017-08
318481,Bicycle theft,51.453645,-0.971317,On or near Shopping Area,2017-08
318555,Bicycle theft,51.454799,-0.981984,On or near Supermarket,2017-08
318556,Bicycle theft,51.454799,-0.981984,On or near Supermarket,2017-08
318557,Bicycle theft,51.455391999999996,-0.982878,On or near Trinity Place,2017-08
318592,Bicycle theft,51.454813,-0.9763569999999999,On or near Broad Street Mall,2017-08
318593,Bicycle theft,51.454813,-0.9763569999999999,On or near Broad Street Mall,2017-08
318594,Bicycle theft,51.455791999999995,-0.9792280000000001,On or near Alfred Street,2017-08
318595,Bicycle theft,51.454813,-0.9763569999999999,On or near Broad Street Mall,2017-08
318619,Bicycle theft,51.443908,-0.931174,On or near Heath Road,2017-08
318642,Bicycle theft,51.45295,-0.9536879999999999,On or near Muirfield Close,2017-08
318652,Bicycle theft,51.449108,-0.948451,On or near Farringdon Court,2017-08
318658,Bicycle theft,51.446626,-0.946364,On or near Cardigan Gardens,2017-08
318659,Bicycle theft,51.448809999999995,-0.946314,On or near Crescent Road,2017-08
318699,Bicycle theft,51.449040999999994,-0.996158,On or near Carmelite Drive,2017-08
318732,Bicycle theft,51.441128000000006,-0.966159,On or near Clent Road,2017-08
318747,Bicycle theft,51.446847,-0.969268,On or near Edgehill Street,2017-08
318748,Bicycle theft,51.448522,-0.967474,On or near Illiffe Close,2017-08
318755,Bicycle theft,51.444445,-0.960933,On or near Sutherlands Avenue,2017-08
318756,Bicycle theft,51.442122999999995,-0.9566399999999999,On or near Whitley Park Lane,2017-08
318771,Bicycle theft,51.451402,-0.9586450000000001,On or near Hospital,2017-08
318772,Bicycle theft,51.451402,-0.9586450000000001,On or near Hospital,2017-08
318853,Bicycle theft,51.439479999999996,-0.955722,On or near Sherfield Drive,2017-08
318854,Bicycle theft,51.440567,-0.9546180000000001,On or near Northcourt Avenue,2017-08
318858,Bicycle theft,51.430671999999994,-0.947091,On or near Beech Road,2017-08
318871,Bicycle theft,51.428639000000004,-0.946965,On or near Cedar Road,2017-08
318880,Bicycle theft,51.436484,-0.9575170000000001,On or near Stanhope Road,2017-08
318902,Bicycle theft,51.430733000000004,-0.9569280000000001,On or near Lower Meadow Road,2017-08
318994,Bicycle theft,51.435095000000004,-0.971259,On or near Petrol Station,2017-08
318995,Bicycle theft,51.435095000000004,-0.971259,On or near Petrol Station,2017-08
318996,Bicycle theft,51.435095000000004,-0.971259,On or near Petrol Station,2017-08
318997,Bicycle theft,51.430116999999996,-0.976851,On or near Drake Way,2017-08
318998,Bicycle theft,51.429118,-0.9746870000000001,On or near Fair Isle Way,2017-08
318999,Bicycle theft,51.422531,-0.9813639999999999,On or near Shooters Way,2017-08
319000,Bicycle theft,51.422531,-0.9813639999999999,On or near Shooters Way,2017-08
319001,Bicycle theft,51.431793,-0.976224,On or near Puffin Way,2017-08
319050,Bicycle theft,51.427816,-0.9759530000000001,On or near Darwin Close,2017-08
319082,Bicycle theft,51.42126,-0.9635729999999999,On or near Blandford Road,2017-08
319105,Bicycle theft,51.415527000000004,-0.967039,On or near Wrenswood Close,2017-08
319122,Bicycle theft,51.533583,-0.617744,On or near Farnham Road,2017-08
319149,Bicycle theft,51.535128,-0.628396,On or near Odencroft Road,2017-08
319208,Bicycle theft,51.527075,-0.615692,On or near Supermarket,2017-08
319209,Bicycle theft,51.527075,-0.615692,On or near Supermarket,2017-08
319210,Bicycle theft,51.523618,-0.615322,On or near Farnham Road,2017-08
319338,Bicycle theft,51.523196999999996,-0.642347,On or near Petrol Station,2017-08
319339,Bicycle theft,51.523196999999996,-0.642347,On or near Petrol Station,2017-08
319340,Bicycle theft,51.523196999999996,-0.642347,On or near Petrol Station,2017-08
319341,Bicycle theft,51.523196999999996,-0.642347,On or near Petrol Station,2017-08
319342,Bicycle theft,51.523196999999996,-0.642347,On or near Petrol Station,2017-08
319362,Bicycle theft,51.524162,-0.650462,On or near Maybury Close,2017-08
319519,Bicycle theft,51.53025,-0.574465,On or near Opecks Close,2017-08
319604,Bicycle theft,51.519143,-0.642467,On or near Juniper Court,2017-08
319628,Bicycle theft,51.51506,-0.637011,On or near Alder Close,2017-08
319629,Bicycle theft,51.51506,-0.637011,On or near Alder Close,2017-08
319643,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2017-08
319644,Bicycle theft,51.508429,-0.58055,On or near Pedestrian Subway,2017-08
319645,Bicycle theft,51.510892,-0.593184,On or near Bus/Coach Station,2017-08
319646,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2017-08
319647,Bicycle theft,51.510892,-0.593184,On or near Bus/Coach Station,2017-08
319714,Bicycle theft,51.514546,-0.594959,On or near Chaucer Way,2017-08
319715,Bicycle theft,51.518557,-0.595758,On or near Elliman Avenue,2017-08
319754,Bicycle theft,51.518695,-0.578847,On or near Petrol Station,2017-08
319777,Bicycle theft,51.513975,-0.584096,On or near Cumbrae Close,2017-08
319929,Bicycle theft,51.504945,-0.610268,On or near Pedestrian Subway,2017-08
319930,Bicycle theft,51.504945,-0.610268,On or near Pedestrian Subway,2017-08
319958,Bicycle theft,51.506648999999996,-0.606845,On or near High Street,2017-08
319959,Bicycle theft,51.506648999999996,-0.606845,On or near High Street,2017-08
319990,Bicycle theft,51.514306,-0.608023,On or near White Close,2017-08
320039,Bicycle theft,51.510344,-0.595535,On or near Pedestrian Subway,2017-08
320081,Bicycle theft,51.50482,-0.54294,On or near Supermarket,2017-08
320082,Bicycle theft,51.504145,-0.5429039999999999,On or near Parking Area,2017-08
320144,Bicycle theft,51.509062,-0.5905739999999999,On or near Queensmere Observatory,2017-08
320145,Bicycle theft,51.509094,-0.591755,On or near Shopping Area,2017-08
320146,Bicycle theft,51.509094,-0.591755,On or near Shopping Area,2017-08
320147,Bicycle theft,51.506629,-0.590174,On or near Hencroft Street North,2017-08
320148,Bicycle theft,51.506923,-0.587657,On or near The Grove,2017-08
320240,Bicycle theft,51.50642,-0.592212,On or near Osborne Street,2017-08
320274,Bicycle theft,51.501317,-0.559246,On or near Sherwood Close,2017-08
320579,Bicycle theft,51.576992,-0.551082,On or near Gaviots Green,2017-08
320589,Bicycle theft,51.591442,-0.557638,On or near Orchehill Avenue,2017-08
320772,Bicycle theft,51.52147,-0.665821,On or near Fern Drive,2017-08
320773,Bicycle theft,51.52147,-0.665821,On or near Fern Drive,2017-08
320803,Bicycle theft,51.534440000000004,-0.658319,On or near Supermarket,2017-08
320804,Bicycle theft,51.536333,-0.659489,On or near Bay Tree Court,2017-08
321167,Bicycle theft,51.716503,-1.230566,On or near Janaway,2017-08
321168,Bicycle theft,51.717593,-1.232241,On or near Pheasant Walk,2017-08
321169,Bicycle theft,51.717940000000006,-1.232988,On or near Fox Furlong,2017-08
321281,Bicycle theft,51.610099,-1.2332459999999998,On or near Orwell Drive,2017-08
321406,Bicycle theft,51.600938,-1.1253440000000001,On or near High Street,2017-08
321442,Bicycle theft,51.605112,-1.2309620000000001,On or near Kibble Close,2017-08
321458,Bicycle theft,51.5975,-1.246842,On or near Barnes Close,2017-08
321469,Bicycle theft,51.599995,-1.257485,On or near Garden Close,2017-08
321591,Bicycle theft,51.559059000000005,-0.94837,On or near A4130,2017-08
321635,Bicycle theft,51.517376,-0.985389,On or near Baskerville Road,2017-08
321652,Bicycle theft,51.716634,-1.245097,On or near Kennington Road,2017-08
321668,Bicycle theft,51.763436999999996,-1.297901,On or near Parking Area,2017-08
321709,Bicycle theft,51.686673,-1.2821639999999999,On or near Eldridge Close,2017-08
321741,Bicycle theft,51.682216,-1.273802,On or near Oxford Road,2017-08
321797,Bicycle theft,51.670483000000004,-1.285731,On or near Nightclub,2017-08
321798,Bicycle theft,51.667242,-1.295383,On or near Ock Bridge Place,2017-08
321811,Bicycle theft,51.673698,-1.277684,On or near Penlon Place,2017-08
321812,Bicycle theft,51.673698,-1.277684,On or near Penlon Place,2017-08
321813,Bicycle theft,51.673698,-1.277684,On or near Penlon Place,2017-08
321838,Bicycle theft,51.670302,-1.284042,On or near The Square,2017-08
321839,Bicycle theft,51.672205,-1.283492,On or near Pedestrian Subway,2017-08
321840,Bicycle theft,51.670074,-1.281978,On or near High Street,2017-08
321841,Bicycle theft,51.670302,-1.284042,On or near The Square,2017-08
321842,Bicycle theft,51.670074,-1.281978,On or near High Street,2017-08
321843,Bicycle theft,51.671085999999995,-1.282873,On or near Supermarket,2017-08
321844,Bicycle theft,51.673263,-1.280033,On or near Vineyard,2017-08
321845,Bicycle theft,51.671347999999995,-1.2815239999999999,On or near Stert Street,2017-08
321981,Bicycle theft,51.608512,-1.428179,On or near Kennet Close,2017-08
321994,Bicycle theft,51.606024,-1.428701,On or near Woodhill Drive,2017-08
322000,Bicycle theft,51.605342,-1.429028,On or near Catmore Close,2017-08
322097,Bicycle theft,51.575983,-1.311326,On or near Fermi Avenue,2017-08
322104,Bicycle theft,51.587828,-1.4236030000000002,On or near Partridge Close,2017-08
322175,Bicycle theft,51.527628,-1.290289,On or near Farriers Lane,2017-08
322263,Bicycle theft,51.442969,-1.062076,On or near Supermarket,2017-08
322472,Bicycle theft,51.396287,-1.229178,On or near Mill Lane,2017-08
322473,Bicycle theft,51.394086,-1.243301,On or near Parking Area,2017-08
322474,Bicycle theft,51.394086,-1.243301,On or near Parking Area,2017-08
322475,Bicycle theft,51.396287,-1.229178,On or near Mill Lane,2017-08
322476,Bicycle theft,51.394086,-1.243301,On or near Parking Area,2017-08
322498,Bicycle theft,51.407072,-1.329307,On or near Supermarket,2017-08
322515,Bicycle theft,51.412136,-1.312539,On or near Shaw Hill,2017-08
322559,Bicycle theft,51.407666,-1.300198,On or near Avonway,2017-08
322594,Bicycle theft,51.403698999999996,-1.2864719999999998,On or near Robertsfield,2017-08
322785,Bicycle theft,51.405604,-1.322643,On or near Parking Area,2017-08
322817,Bicycle theft,51.399256,-1.325741,On or near Bartholomew Street,2017-08
322818,Bicycle theft,51.40039,-1.324316,On or near Shopping Area,2017-08
322819,Bicycle theft,51.404548999999996,-1.3252030000000001,On or near Albert Road,2017-08
322949,Bicycle theft,51.39627,-1.327179,On or near Argyle Road,2017-08
322950,Bicycle theft,51.39627,-1.327179,On or near Argyle Road,2017-08
322986,Bicycle theft,51.376146999999996,-1.0627520000000001,On or near Crichton Court,2017-08
323012,Bicycle theft,51.379256,-1.066985,On or near The Crescent,2017-08
323238,Bicycle theft,51.790956,-1.489163,On or near Carpenters Square,2017-08
323281,Bicycle theft,51.784815,-1.485072,On or near Shopping Area,2017-08
323282,Bicycle theft,51.783398,-1.4818120000000001,On or near Witan Way,2017-08
323385,Bicycle theft,51.761656,-1.590934,On or near Abingdon Road,2017-08
323400,Bicycle theft,51.760760999999995,-1.5974190000000001,On or near Arkell Avenue,2017-08
323409,Bicycle theft,51.754801,-1.5948930000000001,On or near Watsons Close,2017-08
323606,Bicycle theft,51.521515,-0.724109,On or near Pedestrian Subway,2017-08
323607,Bicycle theft,51.518957,-0.721989,On or near Parking Area,2017-08
323632,Bicycle theft,51.525575,-0.717854,On or near Hospital,2017-08
323633,Bicycle theft,51.525575,-0.717854,On or near Hospital,2017-08
323634,Bicycle theft,51.523295000000005,-0.715828,On or near Bridge Street,2017-08
323676,Bicycle theft,51.523585,-0.720101,On or near Market Street,2017-08
323677,Bicycle theft,51.523855,-0.7226020000000001,On or near Bad Godesberg Way,2017-08
323678,Bicycle theft,51.522418,-0.724386,On or near Frascati Way,2017-08
323679,Bicycle theft,51.522802,-0.720066,On or near High Street,2017-08
323925,Bicycle theft,51.482256,-0.609374,On or near Shopping Area,2017-08
323926,Bicycle theft,51.482553,-0.610934,On or near Supermarket,2017-08
323927,Bicycle theft,51.484552,-0.608065,On or near Theatre/Concert Hall,2017-08
323928,Bicycle theft,51.482377,-0.606634,On or near Church Street,2017-08
323929,Bicycle theft,51.482585,-0.6098100000000001,On or near Nightclub,2017-08
323930,Bicycle theft,51.483269,-0.612929,On or near Parking Area,2017-08
323931,Bicycle theft,51.484552,-0.608065,On or near Theatre/Concert Hall,2017-08
323932,Bicycle theft,51.484552,-0.608065,On or near Theatre/Concert Hall,2017-08
323933,Bicycle theft,51.482898,-0.609628,On or near Windsor Royal Station,2017-08
323934,Bicycle theft,51.483519,-0.610487,On or near Bridgewater Terrace,2017-08
323994,Bicycle theft,51.485303,-0.607726,On or near Thames Street,2017-08
323995,Bicycle theft,51.488995,-0.60816,On or near Sunbury Road,2017-08
324025,Bicycle theft,51.499189,-0.637831,On or near Moores Lane,2017-08
324096,Bicycle theft,51.480875,-0.609718,On or near Parking Area,2017-08
324097,Bicycle theft,51.481114,-0.6123609999999999,On or near Charles Street,2017-08
324098,Bicycle theft,51.4796,-0.6128819999999999,On or near Spinners Walk,2017-08
324099,Bicycle theft,51.480203,-0.611395,On or near James Street,2017-08
324137,Bicycle theft,51.485465999999995,-0.619963,On or near Parking Area,2017-08
324138,Bicycle theft,51.485465999999995,-0.619963,On or near Parking Area,2017-08
324139,Bicycle theft,51.485465999999995,-0.619963,On or near Parking Area,2017-08
324140,Bicycle theft,51.485465999999995,-0.619963,On or near Parking Area,2017-08
324141,Bicycle theft,51.480364,-0.618965,On or near Clarence Road,2017-08
324142,Bicycle theft,51.485465999999995,-0.619963,On or near Parking Area,2017-08
324191,Bicycle theft,51.484478,-0.650986,On or near Maidenhead Road,2017-08
324211,Bicycle theft,51.475772,-0.6563260000000001,On or near Kenneally,2017-08
324212,Bicycle theft,51.474266,-0.655996,On or near Nicholls,2017-08
324273,Bicycle theft,51.473534,-0.614722,On or near Hospital,2017-08
324405,Bicycle theft,51.403148,-0.667009,On or near Francis Chichester Close,2017-08
324480,Bicycle theft,51.454046000000005,-0.904384,On or near Theatre/Concert Hall,2017-08
324511,Bicycle theft,51.454726,-0.8878159999999999,On or near Parking Area,2017-08
324531,Bicycle theft,51.451809000000004,-0.905502,On or near Supermarket,2017-08
324549,Bicycle theft,51.442871000000004,-0.9045790000000001,On or near Hearn Road,2017-08
324559,Bicycle theft,51.45754,-0.93919,On or near Suttons Park Avenue,2017-08
324575,Bicycle theft,51.435346,-0.9261370000000001,On or near Crawford Close,2017-08
324610,Bicycle theft,51.447946,-0.915596,On or near Kingfisher Drive,2017-08
324618,Bicycle theft,51.424735999999996,-0.933017,On or near Supermarket,2017-08
324619,Bicycle theft,51.424735999999996,-0.933017,On or near Supermarket,2017-08
324620,Bicycle theft,51.424735999999996,-0.933017,On or near Supermarket,2017-08
324676,Bicycle theft,51.418412,-0.854643,On or near Squirrel Walk,2017-08
324696,Bicycle theft,51.427617,-0.8776139999999999,On or near Supermarket,2017-08
324746,Bicycle theft,51.42179,-0.9363790000000001,On or near Fakenham Close,2017-08
324790,Bicycle theft,51.411659,-0.8335879999999999,On or near Supermarket,2017-08
324804,Bicycle theft,51.416259000000004,-0.82155,On or near Hughes Road,2017-08
324805,Bicycle theft,51.416259000000004,-0.82155,On or near Hughes Road,2017-08
324881,Bicycle theft,51.412875,-0.8447450000000001,On or near Mount Pleasant,2017-08
324882,Bicycle theft,51.414038,-0.845909,On or near St Paul'S Gate,2017-08
324892,Bicycle theft,51.409341,-0.862217,On or near Hertford Close,2017-08
324899,Bicycle theft,51.407145,-0.8390799999999999,On or near Parking Area,2017-08
324970,Bicycle theft,51.37538,-0.858734,On or near The Dittons,2017-08
325169,Bicycle theft,51.647325,-0.7734949999999999,On or near School Close,2017-08
325385,Bicycle theft,51.629373,-0.777374,On or near Burnham Close,2017-08
325622,Bicycle theft,51.628712,-0.751329,On or near Paul'S Row,2017-08
325717,Bicycle theft,51.620354999999996,-0.715951,On or near Hill Street,2017-08
325718,Bicycle theft,51.617109,-0.715985,On or near Grapevine Close,2017-08
325738,Bicycle theft,51.619346,-0.720746,On or near Ryemead Way,2017-08
325784,Bicycle theft,51.614574,-0.793183,On or near Newmer Road,2017-08
325911,Bicycle theft,51.578905,-0.711217,On or near Wakeman Road,2017-08
325912,Bicycle theft,51.581418,-0.710785,On or near Loddon Road,2017-08
326017,Bicycle theft,51.658625,-0.710287,On or near Parking Area,2017-08
326343,Bicycle theft,,,No Location,2017-08
326344,Bicycle theft,,,No Location,2017-08
326345,Bicycle theft,,,No Location,2017-08
