,crime_type,Latitude,Longitude,Location,Month
314366,Bicycle theft,52.041906,-0.759095,On or near Shopping Area,2017-08
314527,Bicycle theft,52.039211,-0.7610060000000001,On or near Nightclub,2017-08
314528,Bicycle theft,52.038602000000004,-0.764668,On or near Pedestrian Subway,2017-08
314529,Bicycle theft,52.035382,-0.77225,On or near Elder Gate,2017-08
314530,Bicycle theft,52.035382,-0.77225,On or near Elder Gate,2017-08
314531,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314532,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314533,Bicycle theft,52.039211,-0.7610060000000001,On or near Nightclub,2017-08
314534,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314535,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314536,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314537,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314538,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314539,Bicycle theft,52.037892,-0.775039,On or near Sports/Recreation Area,2017-08
314540,Bicycle theft,52.035382,-0.77225,On or near Elder Gate,2017-08
314541,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314542,Bicycle theft,52.031478,-0.772138,On or near Parking Area,2017-08
314543,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314544,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314545,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314546,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314547,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314548,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314549,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314550,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314551,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314552,Bicycle theft,52.037997999999995,-0.7644810000000001,On or near Pedestrian Subway,2017-08
314553,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314554,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314555,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314556,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314557,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314558,Bicycle theft,52.037997999999995,-0.7644810000000001,On or near Pedestrian Subway,2017-08
314559,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314560,Bicycle theft,52.031478,-0.772138,On or near Parking Area,2017-08
314561,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2017-08
314634,Bicycle theft,52.043469,-0.791771,On or near Parking Area,2017-08
314700,Bicycle theft,52.032414,-0.711529,On or near Goldhawk Road,2017-08
314706,Bicycle theft,52.036502,-0.6876180000000001,On or near Supermarket,2017-08
314707,Bicycle theft,52.034763,-0.688952,On or near Shopping Area,2017-08
314779,Bicycle theft,52.041866,-0.688161,On or near Countess Way,2017-08
314795,Bicycle theft,52.047579,-0.700579,On or near Radstock Crescent,2017-08
314873,Bicycle theft,52.026374,-0.735796,On or near Hospital,2017-08
315011,Bicycle theft,52.021452000000004,-0.810611,On or near Morland Drive,2017-08
315084,Bicycle theft,52.033215000000006,-0.7466229999999999,On or near Trevone Court,2017-08
315091,Bicycle theft,52.028975,-0.762324,On or near Pedestrian Subway,2017-08
315092,Bicycle theft,52.025667999999996,-0.7616569999999999,On or near Shopping Area,2017-08
315093,Bicycle theft,52.029841999999995,-0.757534,On or near Century Avenue,2017-08
315203,Bicycle theft,52.014739,-0.741661,On or near Pedestrian Subway,2017-08
315267,Bicycle theft,52.015609000000005,-0.724704,On or near Southcroft Way,2017-08
315268,Bicycle theft,52.009171,-0.7305689999999999,On or near Pedestrian Subway,2017-08
315269,Bicycle theft,52.008948,-0.7374229999999999,On or near Grafton Street,2017-08
315379,Bicycle theft,52.008044,-0.793556,On or near Landrace Court,2017-08
315470,Bicycle theft,52.006071999999996,-0.75184,On or near Angus Drive,2017-08
315517,Bicycle theft,52.010149,-0.778783,On or near Alstonefield,2017-08
315524,Bicycle theft,52.000941,-0.777898,On or near Greenside Hill,2017-08
315601,Bicycle theft,51.994834000000004,-0.7317319999999999,On or near Supermarket,2017-08
315680,Bicycle theft,51.994831,-0.7389560000000001,On or near Selwyn Grove,2017-08
315790,Bicycle theft,51.793908,-1.282986,On or near Petrol Station,2017-08
315820,Bicycle theft,51.781449,-1.295433,On or near Parking Area,2017-08
315826,Bicycle theft,51.784299,-1.274615,On or near Woodstock Close,2017-08
315849,Bicycle theft,51.777758,-1.265167,On or near Banbury Road,2017-08
315859,Bicycle theft,51.77903,-1.265973,On or near Shopping Area,2017-08
315906,Bicycle theft,51.776123,-1.264063,On or near Diamond Place,2017-08
315916,Bicycle theft,51.771862,-1.269901,On or near Sports/Recreation Area,2017-08
315972,Bicycle theft,51.768267,-1.20108,On or near High Cross Way,2017-08
315988,Bicycle theft,51.764063,-1.2002700000000002,On or near Gurden Place,2017-08
316007,Bicycle theft,51.763871,-1.2198209999999998,On or near Hospital,2017-08
316008,Bicycle theft,51.763871,-1.2198209999999998,On or near Hospital,2017-08
316009,Bicycle theft,51.763871,-1.2198209999999998,On or near Hospital,2017-08
316029,Bicycle theft,51.75865,-1.209595,On or near St Leonard'S Road,2017-08
316043,Bicycle theft,51.759802,-1.212342,On or near Pedestrian Subway,2017-08
316102,Bicycle theft,51.759288,-1.205411,On or near Wharton Road,2017-08
316103,Bicycle theft,51.75991,-1.208385,On or near Stile Road,2017-08
316162,Bicycle theft,51.757881,-1.257087,On or near Museum Road,2017-08
316163,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-08
316164,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-08
316165,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-08
316166,Bicycle theft,51.757202,-1.2606620000000002,On or near Wellington Place,2017-08
316167,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-08
316168,Bicycle theft,51.754115999999996,-1.2617260000000001,On or near Parking Area,2017-08
316169,Bicycle theft,51.751332,-1.259454,On or near Shopping Area,2017-08
316170,Bicycle theft,51.757881,-1.257087,On or near Museum Road,2017-08
316171,Bicycle theft,51.752604999999996,-1.264446,On or near Nightclub,2017-08
316172,Bicycle theft,51.754621,-1.259096,On or near Magdalen Street,2017-08
316173,Bicycle theft,51.754115999999996,-1.2617260000000001,On or near Parking Area,2017-08
316174,Bicycle theft,51.753609000000004,-1.261112,On or near George Street,2017-08
316175,Bicycle theft,51.753308000000004,-1.256206,On or near Turl Street,2017-08
316176,Bicycle theft,51.753308000000004,-1.256206,On or near Turl Street,2017-08
316177,Bicycle theft,51.751332,-1.259454,On or near Shopping Area,2017-08
316178,Bicycle theft,51.75673,-1.261408,On or near Further/Higher Educational Building,2017-08
316179,Bicycle theft,51.752752,-1.260749,On or near Further/Higher Educational Building,2017-08
316180,Bicycle theft,51.751111,-1.261399,On or near Castle Street,2017-08
316181,Bicycle theft,51.754115999999996,-1.2617260000000001,On or near Parking Area,2017-08
316182,Bicycle theft,51.753712,-1.2575610000000002,On or near Ship Street,2017-08
316183,Bicycle theft,51.753609000000004,-1.261112,On or near George Street,2017-08
316184,Bicycle theft,51.753687,-1.262139,On or near Theatre/Concert Hall,2017-08
316185,Bicycle theft,51.75763,-1.262901,On or near Further/Higher Educational Building,2017-08
316186,Bicycle theft,51.752852000000004,-1.2681360000000002,On or near Park End Street,2017-08
316187,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-08
316188,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-08
316189,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-08
316190,Bicycle theft,51.754115999999996,-1.2617260000000001,On or near Parking Area,2017-08
316191,Bicycle theft,51.753687,-1.262139,On or near Theatre/Concert Hall,2017-08
316192,Bicycle theft,51.753331,-1.2627389999999998,On or near Further/Higher Educational Building,2017-08
316193,Bicycle theft,51.753331,-1.2627389999999998,On or near Further/Higher Educational Building,2017-08
316194,Bicycle theft,51.75065,-1.258234,On or near Pembroke Street,2017-08
316195,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-08
316196,Bicycle theft,51.758796000000004,-1.258216,On or near Further/Higher Educational Building,2017-08
316197,Bicycle theft,51.752604999999996,-1.264446,On or near Nightclub,2017-08
316198,Bicycle theft,51.758796000000004,-1.258216,On or near Further/Higher Educational Building,2017-08
316199,Bicycle theft,51.754115999999996,-1.2617260000000001,On or near Parking Area,2017-08
316200,Bicycle theft,51.752752,-1.260749,On or near Further/Higher Educational Building,2017-08
316201,Bicycle theft,51.752852000000004,-1.2681360000000002,On or near Park End Street,2017-08
316202,Bicycle theft,51.753331,-1.2627389999999998,On or near Further/Higher Educational Building,2017-08
316203,Bicycle theft,51.75065,-1.258234,On or near Pembroke Street,2017-08
316204,Bicycle theft,51.754115999999996,-1.2617260000000001,On or near Parking Area,2017-08
316205,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-08
316206,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-08
316207,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2017-08
316208,Bicycle theft,51.75065,-1.258234,On or near Pembroke Street,2017-08
316209,Bicycle theft,51.753240999999996,-1.264131,On or near Parking Area,2017-08
316210,Bicycle theft,51.753687,-1.262139,On or near Theatre/Concert Hall,2017-08
316211,Bicycle theft,51.753687,-1.262139,On or near Theatre/Concert Hall,2017-08
316212,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-08
316213,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-08
316214,Bicycle theft,51.754621,-1.259096,On or near Magdalen Street,2017-08
316215,Bicycle theft,51.752852000000004,-1.2681360000000002,On or near Park End Street,2017-08
316216,Bicycle theft,51.753331,-1.2627389999999998,On or near Further/Higher Educational Building,2017-08
316217,Bicycle theft,51.752852000000004,-1.2681360000000002,On or near Park End Street,2017-08
316218,Bicycle theft,51.752287,-1.263944,On or near Tidmarsh Lane,2017-08
316219,Bicycle theft,51.753331,-1.2627389999999998,On or near Further/Higher Educational Building,2017-08
316220,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-08
316221,Bicycle theft,51.752189,-1.2569629999999998,On or near Nightclub,2017-08
316222,Bicycle theft,51.752852000000004,-1.2681360000000002,On or near Park End Street,2017-08
316223,Bicycle theft,51.756397,-1.259835,On or near Parking Area,2017-08
316224,Bicycle theft,51.752852000000004,-1.2681360000000002,On or near Park End Street,2017-08
316225,Bicycle theft,51.757202,-1.2606620000000002,On or near Wellington Place,2017-08
316226,Bicycle theft,51.753308000000004,-1.256206,On or near Turl Street,2017-08
316227,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-08
316228,Bicycle theft,51.751894,-1.255809,On or near Alfred Street,2017-08
316229,Bicycle theft,51.757094,-1.262069,On or near Further/Higher Educational Building,2017-08
316230,Bicycle theft,51.752752,-1.260749,On or near Further/Higher Educational Building,2017-08
316231,Bicycle theft,51.753240999999996,-1.264131,On or near Parking Area,2017-08
316232,Bicycle theft,51.757881,-1.257087,On or near Museum Road,2017-08
316233,Bicycle theft,51.752852000000004,-1.2681360000000002,On or near Park End Street,2017-08
316234,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-08
316235,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2017-08
316451,Bicycle theft,51.750091999999995,-1.2595319999999999,On or near Further/Higher Educational Building,2017-08
316452,Bicycle theft,51.751331,-1.256412,On or near Blue Boar Street,2017-08
316453,Bicycle theft,51.751331,-1.256412,On or near Blue Boar Street,2017-08
316454,Bicycle theft,51.751778,-1.253174,On or near Magpie Lane,2017-08
316455,Bicycle theft,51.750091999999995,-1.2595319999999999,On or near Further/Higher Educational Building,2017-08
316456,Bicycle theft,51.750091999999995,-1.2595319999999999,On or near Further/Higher Educational Building,2017-08
316457,Bicycle theft,51.751778,-1.253174,On or near Magpie Lane,2017-08
316458,Bicycle theft,51.746332,-1.256335,On or near Abingdon Road,2017-08
316459,Bicycle theft,51.751331,-1.256412,On or near Blue Boar Street,2017-08
316460,Bicycle theft,51.751331,-1.256412,On or near Blue Boar Street,2017-08
316503,Bicycle theft,51.758788,-1.2611430000000001,On or near Little Clarendon Street,2017-08
316504,Bicycle theft,51.758788,-1.2611430000000001,On or near Little Clarendon Street,2017-08
316505,Bicycle theft,51.758788,-1.2611430000000001,On or near Little Clarendon Street,2017-08
316506,Bicycle theft,51.758788,-1.2611430000000001,On or near Little Clarendon Street,2017-08
316507,Bicycle theft,51.761152,-1.271073,On or near William Lucy Way,2017-08
316508,Bicycle theft,51.762918,-1.260148,On or near Further/Higher Educational Building,2017-08
316509,Bicycle theft,51.762918,-1.260148,On or near Further/Higher Educational Building,2017-08
316510,Bicycle theft,51.762918,-1.260148,On or near Further/Higher Educational Building,2017-08
316511,Bicycle theft,51.758788,-1.2611430000000001,On or near Little Clarendon Street,2017-08
316512,Bicycle theft,51.758788,-1.2611430000000001,On or near Little Clarendon Street,2017-08
316513,Bicycle theft,51.766321999999995,-1.255383,On or near Benson Place,2017-08
316514,Bicycle theft,51.764618,-1.261787,On or near North Parade Avenue,2017-08
316515,Bicycle theft,51.761152,-1.271073,On or near William Lucy Way,2017-08
316516,Bicycle theft,51.762918,-1.260148,On or near Further/Higher Educational Building,2017-08
316517,Bicycle theft,51.758788,-1.2611430000000001,On or near Little Clarendon Street,2017-08
316548,Bicycle theft,51.753634999999996,-1.2710780000000002,On or near Cripley Road,2017-08
316549,Bicycle theft,51.753634999999996,-1.2710780000000002,On or near Cripley Road,2017-08
316550,Bicycle theft,51.750792,-1.270834,On or near Mill Street,2017-08
316551,Bicycle theft,51.753634999999996,-1.2710780000000002,On or near Cripley Road,2017-08
316552,Bicycle theft,51.753634999999996,-1.2710780000000002,On or near Cripley Road,2017-08
316553,Bicycle theft,51.754045,-1.271898,On or near Abbey Road,2017-08
316554,Bicycle theft,51.751632,-1.271444,On or near Russell Street,2017-08
316555,Bicycle theft,51.753634999999996,-1.2710780000000002,On or near Cripley Road,2017-08
316572,Bicycle theft,51.759508000000004,-1.2698969999999998,On or near Mount Street,2017-08
316573,Bicycle theft,51.759436,-1.265595,On or near Supermarket,2017-08
316574,Bicycle theft,51.75897,-1.267211,On or near Hart Street,2017-08
316575,Bicycle theft,51.757599,-1.265147,On or near Walton Crescent,2017-08
316576,Bicycle theft,51.759052000000004,-1.270325,On or near Mount Place,2017-08
316593,Bicycle theft,51.755126000000004,-1.2694459999999999,On or near Rickyard Close,2017-08
316594,Bicycle theft,51.753889,-1.265714,On or near Upper Fisher Row,2017-08
316595,Bicycle theft,51.75734,-1.272569,On or near Venneit Close,2017-08
316605,Bicycle theft,51.750667,-1.211096,On or near Massey Close,2017-08
316622,Bicycle theft,51.749970000000005,-1.201098,On or near Wood Farm Road,2017-08
316638,Bicycle theft,51.754088,-1.230666,On or near Headington Road,2017-08
316639,Bicycle theft,51.754371,-1.223215,On or near Further/Higher Educational Building,2017-08
316640,Bicycle theft,51.754088,-1.230666,On or near Headington Road,2017-08
316650,Bicycle theft,51.746365999999995,-1.229595,On or near Bartlemas Road,2017-08
316655,Bicycle theft,51.747211,-1.235056,On or near Cowley Road,2017-08
316656,Bicycle theft,51.75079,-1.2378790000000002,On or near Glebe Street,2017-08
316657,Bicycle theft,51.749553999999996,-1.23858,On or near Rectory Road,2017-08
316658,Bicycle theft,51.74776,-1.235061,On or near Avenue Lane,2017-08
316659,Bicycle theft,51.747211,-1.235056,On or near Cowley Road,2017-08
316660,Bicycle theft,51.74776,-1.235061,On or near Avenue Lane,2017-08
316682,Bicycle theft,51.74922,-1.227374,On or near Stone Street,2017-08
316683,Bicycle theft,51.750532,-1.2246139999999999,On or near Divinity Road,2017-08
316684,Bicycle theft,51.747276,-1.227103,On or near Southfield Road,2017-08
316697,Bicycle theft,51.750395000000005,-1.2421149999999999,On or near Penson'S Gardens,2017-08
316698,Bicycle theft,51.756198,-1.23573,On or near King'S Mill Lane,2017-08
316699,Bicycle theft,51.750351,-1.243753,On or near Nightclub,2017-08
316700,Bicycle theft,51.749821999999995,-1.2426030000000001,On or near Dawson Street,2017-08
316701,Bicycle theft,51.75127,-1.239855,On or near Bath Street,2017-08
316721,Bicycle theft,51.74577,-1.23876,On or near Regent Street,2017-08
316739,Bicycle theft,51.744845,-1.233488,On or near Leopold Street,2017-08
316740,Bicycle theft,51.745634,-1.233113,On or near Green Street,2017-08
316741,Bicycle theft,51.741456,-1.236327,On or near Theatre/Concert Hall,2017-08
316742,Bicycle theft,51.742601,-1.234048,On or near Catherine Street,2017-08
316743,Bicycle theft,51.744612,-1.236389,On or near Hurst Street,2017-08
316744,Bicycle theft,51.742601,-1.234048,On or near Catherine Street,2017-08
316745,Bicycle theft,51.741456,-1.236327,On or near Theatre/Concert Hall,2017-08
316746,Bicycle theft,51.741456,-1.236327,On or near Theatre/Concert Hall,2017-08
316762,Bicycle theft,51.746357,-1.243356,On or near Further/Higher Educational Building,2017-08
316763,Bicycle theft,51.748204,-1.2412100000000001,On or near Temple Street,2017-08
316764,Bicycle theft,51.747831,-1.240594,On or near Stockmore Street,2017-08
316765,Bicycle theft,51.748204,-1.2412100000000001,On or near Temple Street,2017-08
316766,Bicycle theft,51.746357,-1.243356,On or near Further/Higher Educational Building,2017-08
316767,Bicycle theft,51.748204,-1.2412100000000001,On or near Temple Street,2017-08
316768,Bicycle theft,51.749932,-1.244281,On or near Cowley Place,2017-08
316792,Bicycle theft,51.742309999999996,-1.257299,On or near Chilswell Road,2017-08
316793,Bicycle theft,51.741401,-1.255865,On or near Edith Road,2017-08
316794,Bicycle theft,51.742309999999996,-1.257299,On or near Chilswell Road,2017-08
316795,Bicycle theft,51.739502,-1.255447,On or near Lake Street,2017-08
316796,Bicycle theft,51.739388,-1.254609,On or near Summerfield,2017-08
316828,Bicycle theft,51.745309999999996,-1.261175,On or near Long Ford Close,2017-08
316829,Bicycle theft,51.743982,-1.258734,On or near Marlborough Road,2017-08
316830,Bicycle theft,51.748742,-1.263639,On or near Oxpens Road,2017-08
316831,Bicycle theft,51.741197,-1.25904,On or near Sports/Recreation Area,2017-08
316852,Bicycle theft,51.746951,-1.257657,On or near Shire Lake Close,2017-08
316853,Bicycle theft,51.742985,-1.251871,On or near Sports/Recreation Area,2017-08
316854,Bicycle theft,51.743798,-1.258042,On or near Hodges Court,2017-08
316890,Bicycle theft,51.743848,-1.219963,On or near Sports/Recreation Area,2017-08
316916,Bicycle theft,51.734466,-1.213898,On or near Police Station,2017-08
316917,Bicycle theft,51.736211,-1.21672,On or near Oxford Road,2017-08
316918,Bicycle theft,51.734878,-1.215049,On or near Cleveland Drive,2017-08
316946,Bicycle theft,51.739626,-1.205814,On or near Hollow Way,2017-08
316961,Bicycle theft,51.747793,-1.2035559999999998,On or near The Slade,2017-08
316962,Bicycle theft,51.745244,-1.208236,On or near Fair View,2017-08
316963,Bicycle theft,51.749283,-1.205876,On or near Peat Moors,2017-08
316968,Bicycle theft,51.740005,-1.2358879999999999,On or near Iffley Road,2017-08
316969,Bicycle theft,51.738617,-1.238011,On or near Fairacres Road,2017-08
316970,Bicycle theft,51.742048,-1.240227,On or near Further/Higher Educational Building,2017-08
316972,Bicycle theft,51.73584,-1.2410700000000001,On or near Weirs Lane,2017-08
316973,Bicycle theft,51.73584,-1.2410700000000001,On or near Weirs Lane,2017-08
316974,Bicycle theft,51.73584,-1.2410700000000001,On or near Weirs Lane,2017-08
316986,Bicycle theft,51.742529,-1.227242,On or near Howard Street,2017-08
316987,Bicycle theft,51.740947,-1.235524,On or near Harold Hicks Place,2017-08
316988,Bicycle theft,51.743196999999995,-1.229012,On or near Ridgefield Road,2017-08
316989,Bicycle theft,51.740947,-1.235524,On or near Harold Hicks Place,2017-08
317005,Bicycle theft,51.732987,-1.214676,On or near Petrol Station,2017-08
317006,Bicycle theft,51.733222999999995,-1.2177129999999998,On or near Parking Area,2017-08
317007,Bicycle theft,51.734996,-1.219217,On or near Maidcroft Road,2017-08
317008,Bicycle theft,51.736008,-1.220069,On or near Littlehay Road,2017-08
317036,Bicycle theft,51.731953000000004,-1.215997,On or near Templars Square Shopping Centre,2017-08
317050,Bicycle theft,51.730959999999996,-1.2194459999999998,On or near Beauchamp Lane,2017-08
317051,Bicycle theft,51.729261,-1.211338,On or near Barns Road,2017-08
317052,Bicycle theft,51.727503999999996,-1.210804,On or near Lockheart Crescent,2017-08
317089,Bicycle theft,51.719837,-1.224704,On or near Lanham Way,2017-08
317113,Bicycle theft,51.72155,-1.232246,On or near Supermarket,2017-08
317114,Bicycle theft,51.719096,-1.226888,On or near Sandford Road,2017-08
317115,Bicycle theft,51.722055,-1.222944,On or near Marlborough Close,2017-08
317116,Bicycle theft,51.717643,-1.2261600000000001,On or near Mandelbrote Drive,2017-08
317143,Bicycle theft,51.729048,-1.219885,On or near Wykeham Crescent,2017-08
317148,Bicycle theft,51.727269,-1.2188,On or near Littlemore Road,2017-08
317197,Bicycle theft,51.724097,-1.19766,On or near Poulton Place,2017-08
317210,Bicycle theft,51.728426,-1.200942,On or near Shopping Area,2017-08
317285,Bicycle theft,51.715033,-1.20555,On or near Guelder Road,2017-08
317352,Bicycle theft,51.467019,-0.974701,On or near Supermarket,2017-08
317380,Bicycle theft,51.470827,-0.958923,On or near Henley Road,2017-08
317386,Bicycle theft,51.468097,-0.9715239999999999,On or near North Street,2017-08
317387,Bicycle theft,51.468658000000005,-0.970936,On or near Short Street,2017-08
317388,Bicycle theft,51.468658000000005,-0.970936,On or near Short Street,2017-08
317423,Bicycle theft,51.464433,-0.9638760000000001,On or near Queen'S Road,2017-08
317424,Bicycle theft,51.4641,-0.9608469999999999,On or near Piggott'S Road,2017-08
317467,Bicycle theft,51.460599,-1.037374,On or near Petrol Station,2017-08
317505,Bicycle theft,51.46078,-1.008351,On or near Ledbury Close,2017-08
317545,Bicycle theft,51.456489000000005,-1.015569,On or near Orrin Close,2017-08
317566,Bicycle theft,51.462934999999995,-0.974563,On or near Brigham Road,2017-08
317567,Bicycle theft,51.462934999999995,-0.974563,On or near Brigham Road,2017-08
317568,Bicycle theft,51.461861,-0.9771059999999999,On or near Swansea Road,2017-08
317569,Bicycle theft,51.464324,-0.9832549999999999,On or near Richfield Avenue,2017-08
317570,Bicycle theft,51.464597999999995,-0.976498,On or near Waterman Place,2017-08
317571,Bicycle theft,51.463229999999996,-0.9795219999999999,On or near Denbeigh Place,2017-08
317778,Bicycle theft,51.457457,-0.9866889999999999,On or near Cambridge Street,2017-08
317779,Bicycle theft,51.456187,-0.9864729999999999,On or near Stanley Grove,2017-08
317780,Bicycle theft,51.457457,-0.9866889999999999,On or near Cambridge Street,2017-08
317850,Bicycle theft,51.455205,-0.99359,On or near Edinburgh Road,2017-08
317884,Bicycle theft,51.455176,-0.991173,On or near Supermarket,2017-08
317944,Bicycle theft,51.452858,-1.007227,On or near Aberford Close,2017-08
317963,Bicycle theft,51.449548,-1.024252,On or near Severn Way,2017-08
318007,Bicycle theft,51.448917,-0.9362090000000001,On or near Norris Road,2017-08
318019,Bicycle theft,51.454031,-0.9468559999999999,On or near Regent Street,2017-08
318020,Bicycle theft,51.453815000000006,-0.9519270000000001,On or near Rupert Street,2017-08
318021,Bicycle theft,51.453839,-0.9506020000000001,On or near Norwood Road,2017-08
318062,Bicycle theft,51.455356,-0.955274,On or near Canal Way,2017-08
318093,Bicycle theft,51.456424,-0.984769,On or near Battle Street,2017-08
318094,Bicycle theft,51.456424,-0.984769,On or near Battle Street,2017-08
318095,Bicycle theft,51.456424,-0.984769,On or near Battle Street,2017-08
318096,Bicycle theft,51.456883000000005,-0.9837799999999999,On or near Bedford Road,2017-08
318097,Bicycle theft,51.458577000000005,-0.984189,On or near Sports/Recreation Area,2017-08
318098,Bicycle theft,51.457771,-0.980349,On or near North Street,2017-08
318099,Bicycle theft,51.456424,-0.984769,On or near Battle Street,2017-08
318114,Bicycle theft,51.452811,-0.966385,On or near Bourne-Stevens Close,2017-08
318146,Bicycle theft,51.448464,-0.977247,On or near Pennyroyal Court,2017-08
318147,Bicycle theft,51.44972,-0.974815,On or near Lower Brook Street,2017-08
318202,Bicycle theft,51.455890000000004,-0.977138,On or near Cheapside,2017-08
318203,Bicycle theft,51.457695,-0.975774,On or near Greyfriars Road,2017-08
318204,Bicycle theft,51.455307,-0.9721,On or near Shopping Area,2017-08
318205,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2017-08
318206,Bicycle theft,51.460511,-0.9708889999999999,On or near Vastern Road,2017-08
318207,Bicycle theft,51.455562,-0.970468,On or near Supermarket,2017-08
318208,Bicycle theft,51.457103000000004,-0.97085,On or near Nightclub,2017-08
318209,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2017-08
318210,Bicycle theft,51.459035,-0.971699,On or near Bus/Coach Station,2017-08
318211,Bicycle theft,51.455307,-0.9721,On or near Shopping Area,2017-08
318212,Bicycle theft,51.459035,-0.971699,On or near Bus/Coach Station,2017-08
318213,Bicycle theft,51.459035,-0.971699,On or near Bus/Coach Station,2017-08
318214,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2017-08
318215,Bicycle theft,51.457108000000005,-0.976507,On or near Sackville Street,2017-08
318216,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2017-08
318217,Bicycle theft,51.455562,-0.970468,On or near Supermarket,2017-08
318218,Bicycle theft,51.455869,-0.9706049999999999,On or near Shopping Area,2017-08
318219,Bicycle theft,51.457316,-0.969521,On or near Valpy Street,2017-08
318220,Bicycle theft,51.460511,-0.9708889999999999,On or near Vastern Road,2017-08
318221,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2017-08
318222,Bicycle theft,51.457103000000004,-0.97085,On or near Nightclub,2017-08
318223,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2017-08
318224,Bicycle theft,51.455890000000004,-0.977138,On or near Cheapside,2017-08
318225,Bicycle theft,51.458619,-0.9734790000000001,On or near Pedestrian Subway,2017-08
318226,Bicycle theft,51.455307,-0.9721,On or near Shopping Area,2017-08
318227,Bicycle theft,51.455890000000004,-0.977138,On or near Cheapside,2017-08
318228,Bicycle theft,51.456137,-0.971419,On or near Cross Street,2017-08
318229,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2017-08
318230,Bicycle theft,51.459035,-0.971699,On or near Bus/Coach Station,2017-08
318231,Bicycle theft,51.459035,-0.971699,On or near Bus/Coach Station,2017-08
318232,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2017-08
318233,Bicycle theft,51.459035,-0.971699,On or near Bus/Coach Station,2017-08
318234,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2017-08
318235,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2017-08
318236,Bicycle theft,51.460511,-0.9708889999999999,On or near Vastern Road,2017-08
318237,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2017-08
318440,Bicycle theft,51.454346,-0.962061,On or near Watlington Street,2017-08
318441,Bicycle theft,51.454733000000004,-0.96306,On or near Bembridge Place,2017-08
318442,Bicycle theft,51.460127,-0.955942,On or near Supermarket,2017-08
318477,Bicycle theft,51.452487,-0.9704790000000001,On or near Mill Lane,2017-08
318478,Bicycle theft,51.455472,-0.967433,On or near Abbey Square,2017-08
318479,Bicycle theft,51.452487,-0.9704790000000001,On or near Mill Lane,2017-08
